,State,Year,Produced Renewable(Billion Btu),Total Consumed(Billion Btu),GDP(Million dollars),Population(Thousand),Energy Price(dollars per million btu)
1620,Rhode Island,2001,3899.0,201805.0,45918.0,1057.0,14.05
1621,South Carolina,2001,70574.0,1547170.0,151105.0,4065.0,10.4
1622,South Dakota,2001,41313.0,251542.0,29746.0,758.0,11.05
1623,Tennessee,2001,142349.0,2196527.0,232723.0,5751.0,9.99
1624,Texas,2001,96535.0,12200928.0,1021889.0,21320.0,8.86
1625,Utah,2001,10816.0,708430.0,93887.0,2284.0,9.27
1626,Virginia,2001,92832.0,2321711.0,358518.0,7198.0,10.71
1627,Vermont,2001,17341.0,147682.0,23714.0,612.0,13.9
1628,Washington,2001,659060.0,1990431.0,305055.0,5986.0,10.44
1629,Wisconsin,2001,121849.0,1849653.0,236113.0,5407.0,10.56
1630,West Virginia,2001,14725.0,732417.0,62017.0,1801.0,8.81
1631,Wyoming,2001,14909.0,438344.0,29241.0,495.0,8.51
1632,Alaska,2002,17922.0,732897.0,42881.0,642.0,7.78
1633,Alabama,2002,252689.0,1977985.0,160870.0,4480.0,9.16
1634,Arkansas,2002,108618.0,1122195.0,92885.0,2706.0,9.39
1635,Arizona,2002,86880.0,1314854.0,219311.0,5396.0,12.39
1636,California,2002,676209.0,8008105.0,1743651.0,34872.0,12.07
1637,Colorado,2002,21082.0,1352726.0,236786.0,4490.0,9.6
1638,Connecticut,2002,28314.0,815941.0,219959.0,3459.0,13.02
1639,District of Columbia,2002,881.0,192666.0,91195.0,573.0,14.62
1640,Delaware,2002,1314.0,308812.0,56814.0,806.0,11.17
1641,Florida,2002,174327.0,4146009.0,685304.0,16689.0,12.16
1642,Georgia,2002,283704.0,2932811.0,400092.0,8508.0,9.53
1643,Hawaii,2002,10452.0,284651.0,57912.0,1240.0,14.23
1644,Iowa,2002,113207.0,1190895.0,124097.0,2934.0,9.36
1645,Idaho,2002,113779.0,496318.0,47208.0,1340.0,9.95
1646,Illinois,2002,139883.0,3898881.0,647868.0,12526.0,10.13
1647,Indiana,2002,52532.0,2855195.0,265106.0,6156.0,8.19
1648,Kansas,2002,22196.0,1083100.0,115552.0,2714.0,9.83
1649,Kentucky,2002,62831.0,1947606.0,155676.0,4090.0,8.8
1650,Louisiana,2002,140938.0,4140006.0,213146.0,4497.0,7.02
1651,Massachusetts,2002,46722.0,1532886.0,364797.0,6417.0,12.77
1652,Maryland,2002,38064.0,1518868.0,270885.0,5440.0,11.08
1653,Maine,2002,140385.0,446209.0,50633.0,1296.0,9.85
1654,Michigan,2002,89210.0,3138618.0,435250.0,10016.0,9.95
1655,Minnesota,2002,107216.0,1785370.0,252414.0,5019.0,9.56
1656,Missouri,2002,35225.0,1843663.0,246813.0,5675.0,10.36
1657,Mississippi,2002,49641.0,1176881.0,88124.0,2859.0,9.91
1658,Montana,2002,108642.0,378964.0,32527.0,912.0,9.28
1659,North Carolina,2002,125225.0,2556856.0,366035.0,8326.0,11.37
1660,North Dakota,2002,23405.0,399980.0,26370.0,638.0,6.69
1661,Nebraska,2002,70412.0,664606.0,79665.0,1728.0,9.63
1662,New Hampshire,2002,28896.0,316032.0,59041.0,1269.0,12.81
1663,New Jersey,2002,28701.0,2479567.0,487050.0,8553.0,10.59
1664,New Mexico,2002,8690.0,656346.0,74275.0,1855.0,10.61
1665,Nevada,2002,39422.0,614735.0,110020.0,2174.0,13.05
1666,New York,2002,363961.0,4001875.0,1102140.0,19138.0,12.7
1667,Ohio,2002,38156.0,3893635.0,514752.0,11408.0,10.37
1668,Oklahoma,2002,40915.0,1446465.0,131078.0,3489.0,9.51
1669,Oregon,2002,400635.0,1023215.0,139698.0,3513.0,11.11
1670,Pennsylvania,2002,96600.0,3893246.0,550247.0,12331.0,10.81
1671,Rhode Island,2002,3700.0,200789.0,47611.0,1066.0,12.72
1672,South Carolina,2002,80639.0,1586193.0,154698.0,4108.0,10.03
1673,South Dakota,2002,55199.0,270799.0,32958.0,760.0,10.09
1674,Tennessee,2002,153221.0,2221804.0,240522.0,5796.0,9.69
1675,Texas,2002,121028.0,12508396.0,1041811.0,21690.0,7.96
1676,Utah,2002,10879.0,688303.0,95693.0,2325.0,9.18
1677,Virginia,2002,77071.0,2352852.0,362262.0,7287.0,10.45
1678,Vermont,2002,22714.0,148315.0,24455.0,615.0,13.8
1679,Washington,2002,887900.0,1846010.0,310338.0,6052.0,10.45
1680,Wisconsin,2002,101548.0,1890779.0,240996.0,5445.0,10.0
1681,West Virginia,2002,15137.0,756961.0,62805.0,1805.0,8.53
1682,Wyoming,2002,12630.0,438700.0,29876.0,500.0,8.03
1683,Alaska,2003,19374.0,733462.0,42150.0,648.0,9.08
1684,Alabama,2003,283428.0,1969758.0,164992.0,4503.0,9.98
1685,Arkansas,2003,107905.0,1103975.0,96545.0,2725.0,10.23
1686,Arizona,2003,83080.0,1333910.0,233342.0,5510.0,13.86
1687,California,2003,719373.0,7892261.0,1825424.0,35253.0,13.83
1688,Colorado,2003,21882.0,1353967.0,238540.0,4529.0,10.78
1689,Connecticut,2003,31229.0,894921.0,222240.0,3484.0,14.42
1690,District of Columbia,2003,926.0,189118.0,93025.0,569.0,15.82
1691,Delaware,2003,1401.0,303838.0,57957.0,818.0,12.3
1692,Florida,2003,188473.0,4160180.0,715436.0,17004.0,13.59
1693,Georgia,2003,221665.0,2953949.0,410588.0,8623.0,10.79
1694,Hawaii,2003,13310.0,300905.0,60838.0,1251.0,15.6
1695,Iowa,2003,134131.0,1186360.0,129316.0,2942.0,10.45
1696,Idaho,2003,109553.0,469733.0,48536.0,1363.0,10.7
1697,Illinois,2003,158918.0,3925611.0,655835.0,12556.0,11.25
1698,Indiana,2003,55292.0,2936543.0,275194.0,6197.0,9.17
1699,Kansas,2003,26498.0,1123206.0,117478.0,2723.0,11.11
1700,Kentucky,2003,65580.0,1881793.0,159180.0,4117.0,9.77
1701,Louisiana,2003,148609.0,3984517.0,221240.0,4521.0,8.58
1702,Massachusetts,2003,50339.0,1497920.0,373814.0,6423.0,14.76
1703,Maryland,2003,54135.0,1568832.0,277950.0,5496.0,12.34
1704,Maine,2003,132344.0,450107.0,51728.0,1307.0,11.22
1705,Michigan,2003,103312.0,3178592.0,443795.0,10041.0,10.78
1706,Minnesota,2003,113752.0,1864039.0,263869.0,5054.0,10.81
1707,Missouri,2003,31603.0,1849830.0,251788.0,5709.0,11.36
1708,Mississippi,2003,45346.0,1209214.0,91715.0,2868.0,11.01
1709,Montana,2003,100370.0,377063.0,33843.0,920.0,10.79
1710,North Carolina,2003,181552.0,2576431.0,374503.0,8423.0,12.29
1711,North Dakota,2003,26158.0,399476.0,27994.0,639.0,7.39
1712,Nebraska,2003,73956.0,673511.0,84120.0,1739.0,10.8
1713,New Hampshire,2003,29849.0,325224.0,61610.0,1280.0,14.15
1714,New Jersey,2003,26718.0,2508931.0,499695.0,8601.0,12.17
1715,New Mexico,2003,9554.0,657701.0,77132.0,1878.0,11.93
1716,Nevada,2003,33579.0,639545.0,115571.0,2249.0,13.88
1717,New York,2003,357373.0,4135987.0,1104937.0,19176.0,14.44
1718,Ohio,2003,47969.0,3960004.0,522649.0,11435.0,11.49
1719,Oklahoma,2003,41954.0,1475978.0,133084.0,3505.0,10.89
1720,Oregon,2003,384479.0,1001580.0,145585.0,3547.0,11.97
1721,Pennsylvania,2003,109944.0,3942917.0,562436.0,12375.0,11.81
1722,Rhode Island,2003,3787.0,216040.0,49374.0,1071.0,14.28
1723,South Carolina,2003,103796.0,1591372.0,160138.0,4150.0,11.1
1724,South Dakota,2003,67639.0,275112.0,33657.0,764.0,11.17
1725,Tennessee,2003,190000.0,2240357.0,247824.0,5848.0,10.63
1726,Texas,2003,115457.0,12295541.0,1048299.0,22031.0,9.76
1727,Utah,2003,10252.0,698797.0,97649.0,2360.0,10.19
1728,Virginia,2003,104204.0,2425498.0,376114.0,7367.0,11.27
1729,Vermont,2003,24054.0,150996.0,25301.0,618.0,14.66
1730,Washington,2003,829196.0,1858449.0,316224.0,6104.0,11.5
1731,Wisconsin,2003,115460.0,1864997.0,247867.0,5479.0,11.32
1732,West Virginia,2003,19809.0,713242.0,62839.0,1812.0,9.68
1733,Wyoming,2003,12064.0,461304.0,30612.0,503.0,8.8
1734,Alaska,2004,18416.0,775000.0,43735.0,659.0,11.07
1735,Alabama,2004,290697.0,2083052.0,175508.0,4531.0,11.27
1736,Arkansas,2004,112915.0,1095132.0,101210.0,2750.0,11.96
1737,Arizona,2004,81377.0,1384481.0,243246.0,5652.0,15.36
1738,California,2004,697397.0,8260248.0,1902319.0,35575.0,15.17
1739,Colorado,2004,22470.0,1381594.0,240798.0,4575.0,12.48
1740,Connecticut,2004,30189.0,907520.0,237133.0,3496.0,15.94
1741,District of Columbia,2004,943.0,196856.0,97798.0,568.0,16.74
1742,Delaware,2004,1435.0,289790.0,60682.0,831.0,14.01
1743,Florida,2004,179462.0,4313246.0,757054.0,17415.0,15.21
1744,Georgia,2004,226739.0,3092965.0,429314.0,8769.0,12.42
1745,Hawaii,2004,13769.0,314701.0,64928.0,1274.0,17.73
1746,Iowa,2004,172760.0,1241103.0,139749.0,2954.0,11.9
1747,Idaho,2004,112379.0,501895.0,51241.0,1392.0,11.68
1748,Illinois,2004,153542.0,3972309.0,673262.0,12590.0,12.47
1749,Indiana,2004,54883.0,2928999.0,284656.0,6233.0,10.19
1750,Kansas,2004,28341.0,1103952.0,117882.0,2734.0,12.56
1751,Kentucky,2004,68861.0,1955739.0,163436.0,4146.0,11.08
1752,Louisiana,2004,185640.0,4187227.0,231602.0,4552.0,10.12
1753,Massachusetts,2004,51072.0,1497446.0,383487.0,6412.0,16.33
1754,Maryland,2004,53426.0,1551347.0,292115.0,5547.0,13.87
1755,Maine,2004,136769.0,461995.0,53530.0,1314.0,12.55
1756,Michigan,2004,108765.0,3142544.0,444198.0,10055.0,12.14
1757,Minnesota,2004,125488.0,1864114.0,274713.0,5088.0,12.14
1758,Missouri,2004,40841.0,1860748.0,257259.0,5748.0,12.71
1759,Mississippi,2004,61251.0,1212299.0,93651.0,2889.0,12.56
1760,Montana,2004,101507.0,399048.0,35375.0,930.0,12.37
1761,North Carolina,2004,139795.0,2650199.0,388700.0,8553.0,13.92
1762,North Dakota,2004,25922.0,403042.0,28267.0,645.0,8.77
1763,Nebraska,2004,91627.0,685988.0,86082.0,1749.0,12.21
1764,New Hampshire,2004,34923.0,331782.0,63499.0,1290.0,15.58
1765,New Jersey,2004,27098.0,2554068.0,507585.0,8635.0,14.31
1766,New Mexico,2004,12326.0,681483.0,82843.0,1904.0,13.56
1767,Nevada,2004,34322.0,673679.0,128884.0,2346.0,15.68
1768,New York,2004,358879.0,4235201.0,1132504.0,19172.0,15.67
1769,Ohio,2004,51268.0,3994534.0,534359.0,11452.0,12.84
1770,Oklahoma,2004,62058.0,1464767.0,137436.0,3525.0,12.33
1771,Oregon,2004,384623.0,999636.0,152798.0,3569.0,13.21
1772,Pennsylvania,2004,110368.0,3989867.0,578034.0,12411.0,13.13
1773,Rhode Island,2004,3846.0,213931.0,51583.0,1075.0,16.01
1774,South Carolina,2004,97431.0,1694963.0,162238.0,4211.0,12.4
1775,South Dakota,2004,83757.0,284389.0,35071.0,770.0,12.8
1776,Tennessee,2004,185184.0,2269820.0,259337.0,5911.0,12.17
1777,Texas,2004,120813.0,12333678.0,1102696.0,22394.0,11.41
1778,Utah,2004,10581.0,729507.0,102725.0,2402.0,11.39
1779,Virginia,2004,110813.0,2549900.0,393446.0,7476.0,12.67
1780,Vermont,2004,22040.0,161071.0,26564.0,620.0,15.96
1781,Washington,2004,817635.0,1919112.0,322003.0,6179.0,13.06
1782,Wisconsin,2004,108745.0,1889502.0,256003.0,5514.0,12.75
1783,West Virginia,2004,19228.0,736387.0,63721.0,1816.0,10.85
1784,Wyoming,2004,14434.0,450718.0,31530.0,509.0,10.31
1785,Alaska,2005,15866.0,797659.0,45052.0,667.0,13.99
1786,Alabama,2005,279600.0,2064521.0,181386.0,4570.0,13.56
1787,Arkansas,2005,112451.0,1118423.0,104653.0,2781.0,14.46
1788,Arizona,2005,78334.0,1425513.0,263061.0,5839.0,17.87
1789,California,2005,741140.0,8166058.0,1990141.0,35828.0,17.46
1790,Colorado,2005,32106.0,1415604.0,250840.0,4632.0,15.15
1791,Connecticut,2005,25728.0,863719.0,242485.0,3507.0,19.62
1792,District of Columbia,2005,47.0,196004.0,99955.0,567.0,20.08
1793,Delaware,2005,955.0,302444.0,59974.0,845.0,16.48
1794,Florida,2005,183175.0,4379188.0,806339.0,17842.0,17.97
1795,Georgia,2005,215991.0,3107413.0,445533.0,8926.0,15.29
1796,Hawaii,2005,12937.0,324677.0,68566.0,1293.0,21.39
1797,Iowa,2005,212562.0,1273526.0,143876.0,2964.0,14.3
1798,Idaho,2005,121084.0,510855.0,55387.0,1428.0,13.65
1799,Illinois,2005,136566.0,4117081.0,685897.0,12610.0,14.75
1800,Indiana,2005,58589.0,2954463.0,285492.0,6279.0,12.6
1801,Kansas,2005,31101.0,1049477.0,122258.0,2745.0,14.9
1802,Kentucky,2005,66834.0,1982416.0,168805.0,4183.0,13.57
1803,Louisiana,2005,151309.0,4027364.0,245523.0,4577.0,13.13
1804,Massachusetts,2005,40797.0,1491182.0,390792.0,6403.0,19.51
1805,Maryland,2005,43643.0,1579051.0,305993.0,5592.0,16.83
1806,Maine,2005,159674.0,458727.0,53612.0,1319.0,14.89
1807,Michigan,2005,116821.0,3194370.0,450746.0,10051.0,14.53
1808,Minnesota,2005,140390.0,1858173.0,282094.0,5120.0,14.45
1809,Missouri,2005,52353.0,1948782.0,261530.0,5790.0,15.12
1810,Mississippi,2005,62678.0,1168021.0,95228.0,2906.0,15.37
1811,Montana,2005,113989.0,419478.0,37077.0,940.0,14.89
1812,North Carolina,2005,145275.0,2677722.0,407491.0,8705.0,16.51
1813,North Dakota,2005,23400.0,408105.0,29107.0,646.0,10.5
1814,Nebraska,2005,94833.0,693602.0,88894.0,1761.0,14.69
1815,New Hampshire,2005,41289.0,324933.0,64356.0,1298.0,18.46
1816,New Jersey,2005,19644.0,2652446.0,513499.0,8652.0,16.31
1817,New Mexico,2005,24068.0,680147.0,83825.0,1932.0,16.54
1818,Nevada,2005,34475.0,698333.0,139695.0,2432.0,18.01
1819,New York,2005,365542.0,4127829.0,1171051.0,19133.0,19.01
1820,Ohio,2005,54495.0,4025021.0,543745.0,11463.0,15.39
1821,Oklahoma,2005,61329.0,1515574.0,143072.0,3549.0,14.83
1822,Oregon,2005,364066.0,1036101.0,158463.0,3613.0,15.26
1823,Pennsylvania,2005,104192.0,4012421.0,588055.0,12450.0,15.66
1824,Rhode Island,2005,879.0,207316.0,52316.0,1068.0,19.02
1825,South Carolina,2005,104205.0,1667703.0,166574.0,4270.0,14.93
1826,South Dakota,2005,93723.0,302070.0,35907.0,775.0,15.18
1827,Tennessee,2005,167074.0,2315375.0,264652.0,5991.0,14.65
1828,Texas,2005,137517.0,11858030.0,1132796.0,22778.0,14.72
1829,Utah,2005,13607.0,759926.0,109146.0,2458.0,13.73
1830,Virginia,2005,126819.0,2622808.0,415087.0,7577.0,14.98
1831,Vermont,2005,24325.0,159602.0,26909.0,621.0,18.66
1832,Washington,2005,807731.0,1948752.0,343362.0,6257.0,14.99
1833,Wisconsin,2005,144880.0,1971998.0,262161.0,5546.0,15.08
1834,West Virginia,2005,28331.0,737453.0,65549.0,1820.0,13.24
1835,Wyoming,2005,19105.0,456025.0,33121.0,514.0,12.94
1836,Alaska,2006,13298.0,746273.0,48517.0,675.0,16.61
1837,Alabama,2006,266153.0,2102014.0,184796.0,4629.0,14.96
1838,Arkansas,2006,99990.0,1114543.0,106940.0,2822.0,15.78
1839,Arizona,2006,80773.0,1471166.0,277288.0,6029.0,19.7
1840,California,2006,821968.0,8289269.0,2072177.0,36021.0,19.4
1841,Colorado,2006,43961.0,1431970.0,256124.0,4720.0,16.94
1842,Connecticut,2006,25630.0,810221.0,251581.0,3517.0,23.09
1843,District of Columbia,2006,52.0,182510.0,100242.0,571.0,24.03
1844,Delaware,2006,872.0,288565.0,61497.0,859.0,19.76
1845,Florida,2006,185564.0,4433346.0,834346.0,18167.0,20.75
1846,Georgia,2006,207231.0,3088790.0,450584.0,9156.0,16.45
1847,Hawaii,2006,14001.0,327116.0,70403.0,1310.0,24.33
1848,Iowa,2006,263421.0,1301152.0,145887.0,2983.0,15.59
1849,Idaho,2006,146507.0,524107.0,57590.0,1469.0,15.07
1850,Illinois,2006,134512.0,3967074.0,704494.0,12644.0,15.91
1851,Indiana,2006,48934.0,2891926.0,291269.0,6333.0,13.91
1852,Kansas,2006,39697.0,1077557.0,128899.0,2763.0,16.19
1853,Kentucky,2006,61705.0,1972905.0,173337.0,4219.0,15.0
1854,Louisiana,2006,149461.0,4230829.0,243332.0,4303.0,14.25
1855,Massachusetts,2006,45556.0,1419728.0,397743.0,6410.0,23.41
1856,Maryland,2006,45595.0,1470967.0,311680.0,5627.0,20.02
1857,Maine,2006,152339.0,450725.0,54270.0,1324.0,17.13
1858,Michigan,2006,117111.0,3025532.0,443308.0,10036.0,16.66
1859,Minnesota,2006,157168.0,1831733.0,281970.0,5164.0,16.08
1860,Missouri,2006,42464.0,1932557.0,263233.0,5843.0,16.67
1861,Mississippi,2006,63073.0,1212369.0,97748.0,2905.0,16.98
1862,Montana,2006,122240.0,439103.0,38431.0,953.0,16.38
1863,North Carolina,2006,136626.0,2622040.0,432589.0,8917.0,18.16
1864,North Dakota,2006,26086.0,414433.0,30262.0,649.0,11.36
1865,Nebraska,2006,103063.0,709964.0,91387.0,1773.0,15.94
1866,New Hampshire,2006,33103.0,306183.0,65945.0,1308.0,21.84
1867,New Jersey,2006,21755.0,2533435.0,524056.0,8662.0,19.02
1868,New Mexico,2006,29371.0,686974.0,85891.0,1962.0,18.35
1869,Nevada,2006,38315.0,739691.0,145209.0,2523.0,20.05
1870,New York,2006,378627.0,3829396.0,1199904.0,19105.0,21.14
1871,Ohio,2006,55366.0,3869471.0,541180.0,11481.0,17.14
1872,Oklahoma,2006,50325.0,1555092.0,152659.0,3594.0,16.46
1873,Oregon,2006,433011.0,1071726.0,167912.0,3671.0,16.91
1874,Pennsylvania,2006,107197.0,3883800.0,592030.0,12511.0,17.57
1875,Rhode Island,2006,2631.0,198412.0,53518.0,1063.0,22.56
1876,South Carolina,2006,98610.0,1677452.0,170339.0,4358.0,16.12
1877,South Dakota,2006,114665.0,306930.0,36459.0,783.0,16.84
1878,Tennessee,2006,143514.0,2314365.0,271465.0,6089.0,16.38
1879,Texas,2006,152232.0,11864993.0,1210287.0,23360.0,16.78
1880,Utah,2006,13202.0,778574.0,118721.0,2526.0,15.88
1881,Virginia,2006,118780.0,2566729.0,423738.0,7674.0,16.63
1882,Vermont,2006,27595.0,156465.0,27132.0,623.0,21.03
1883,Washington,2006,928254.0,2055701.0,356691.0,6371.0,16.46
1884,Wisconsin,2006,144626.0,1876662.0,266471.0,5578.0,16.75
1885,West Virginia,2006,28268.0,760598.0,66435.0,1828.0,14.39
1886,Wyoming,2006,19351.0,480339.0,37527.0,523.0,14.55
1887,Alaska,2007,14037.0,722978.0,51114.0,680.0,17.94
1888,Alabama,2007,228160.0,2085235.0,185869.0,4673.0,16.06
1889,Arkansas,2007,120733.0,1128237.0,106155.0,2849.0,16.68
1890,Arizona,2007,83204.0,1497716.0,284907.0,6168.0,20.87
1891,California,2007,631941.0,8260040.0,2103618.0,36250.0,20.15
1892,Colorado,2007,52316.0,1483728.0,264577.0,4804.0,17.06
1893,Connecticut,2007,23885.0,841984.0,261129.0,3527.0,25.31
1894,District of Columbia,2007,55.0,194920.0,102956.0,574.0,24.57
1895,Delaware,2007,1531.0,293707.0,61235.0,872.0,21.06
1896,Florida,2007,190489.0,4416962.0,835867.0,18368.0,21.67
1897,Georgia,2007,200552.0,3078111.0,453061.0,9350.0,17.33
1898,Hawaii,2007,15035.0,337594.0,71192.0,1316.0,24.98
1899,Iowa,2007,332867.0,1377763.0,152251.0,2999.0,16.09
1900,Idaho,2007,125621.0,541340.0,58703.0,1505.0,15.91
1901,Illinois,2007,163645.0,4073291.0,712710.0,12696.0,17.3
1902,Indiana,2007,71571.0,2956935.0,299423.0,6380.0,14.46
1903,Kansas,2007,49581.0,1156711.0,135667.0,2784.0,17.32
1904,Kentucky,2007,55551.0,2042882.0,171869.0,4257.0,16.0
1905,Louisiana,2007,150009.0,4285419.0,234620.0,4376.0,15.14
1906,Massachusetts,2007,38239.0,1457967.0,407974.0,6432.0,24.18
1907,Maryland,2007,40837.0,1505828.0,312093.0,5653.0,21.62
1908,Maine,2007,155620.0,450244.0,54001.0,1327.0,18.83
1909,Michigan,2007,132121.0,3021652.0,441148.0,10001.0,17.57
1910,Minnesota,2007,179232.0,1894098.0,283212.0,5207.0,17.12
1911,Missouri,2007,60591.0,1984369.0,264382.0,5888.0,17.8
1912,Mississippi,2007,63587.0,1224549.0,100204.0,2928.0,17.35
1913,Montana,2007,117750.0,469893.0,40379.0,965.0,17.28
1914,North Carolina,2007,112691.0,2686093.0,436437.0,9118.0,19.41
1915,North Dakota,2007,40688.0,437194.0,31668.0,653.0,12.75
1916,Nebraska,2007,129778.0,757048.0,93388.0,1783.0,16.73
1917,New Hampshire,2007,34804.0,309038.0,65698.0,1313.0,23.25
1918,New Jersey,2007,20419.0,2666397.0,526814.0,8678.0,19.67
1919,New Mexico,2007,32736.0,715359.0,86511.0,1990.0,19.16
1920,Nevada,2007,37695.0,732978.0,144405.0,2601.0,21.28
1921,New York,2007,363738.0,3955435.0,1202726.0,19132.0,21.98
1922,Ohio,2007,56552.0,4047281.0,541411.0,11500.0,17.77
1923,Oklahoma,2007,74304.0,1571276.0,155465.0,3634.0,17.07
1924,Oregon,2007,396905.0,1061979.0,171114.0,3722.0,18.21
1925,Pennsylvania,2007,105172.0,3960358.0,612018.0,12564.0,18.34
1926,Rhode Island,2007,2781.0,198296.0,52087.0,1057.0,22.96
1927,South Carolina,2007,94997.0,1670755.0,175090.0,4444.0,17.2
1928,South Dakota,2007,115498.0,330556.0,38057.0,792.0,17.69
1929,Tennessee,2007,115271.0,2343999.0,268756.0,6176.0,17.32
1930,Texas,2007,191764.0,11774259.0,1274302.0,23832.0,17.79
1931,Utah,2007,11031.0,780947.0,124498.0,2598.0,16.51
1932,Virginia,2007,116779.0,2642956.0,427001.0,7751.0,17.56
1933,Vermont,2007,18652.0,154782.0,26802.0,623.0,22.9
1934,Washington,2007,883154.0,2048782.0,378205.0,6462.0,17.71
1935,Wisconsin,2007,148505.0,1901625.0,267936.0,5611.0,17.95
1936,West Virginia,2007,26006.0,789736.0,66522.0,1834.0,15.02
1937,Wyoming,2007,18322.0,523564.0,40335.0,535.0,14.95
1938,Alaska,2008,12913.0,650286.0,50884.0,687.0,23.91
1939,Alabama,2008,233379.0,2002425.0,185298.0,4718.0,19.22
1940,Arkansas,2008,123354.0,1109695.0,105791.0,2875.0,19.96
1941,Arizona,2008,96341.0,1465317.0,277477.0,6280.0,23.95
1942,California,2008,603931.0,8075576.0,2111138.0,36604.0,23.25
1943,Colorado,2008,80070.0,1487542.0,267713.0,4890.0,19.81
1944,Connecticut,2008,26251.0,774576.0,259722.0,3546.0,29.1
1945,District of Columbia,2008,65.0,186833.0,106747.0,580.0,27.52
1946,Delaware,2008,2952.0,291534.0,58656.0,884.0,24.35
1947,Florida,2008,195232.0,4265319.0,803218.0,18527.0,25.21
1948,Georgia,2008,173103.0,2946751.0,443416.0,9505.0,21.01
1949,Hawaii,2008,15921.0,276444.0,71689.0,1332.0,35.87
1950,Iowa,2008,398848.0,1441115.0,149132.0,3017.0,18.05
1951,Idaho,2008,133541.0,537344.0,59704.0,1534.0,18.09
1952,Illinois,2008,195287.0,4077423.0,699430.0,12747.0,19.87
1953,Indiana,2008,123765.0,2916022.0,298264.0,6425.0,17.08
1954,Kansas,2008,85129.0,1113937.0,138658.0,2808.0,19.85
1955,Kentucky,2008,57940.0,2007247.0,172151.0,4290.0,19.07
1956,Louisiana,2008,109415.0,4227032.0,235276.0,4436.0,19.87
1957,Massachusetts,2008,42737.0,1435846.0,412600.0,6469.0,27.38
1958,Maryland,2008,44674.0,1466627.0,315859.0,5685.0,25.32
1959,Maine,2008,182576.0,455297.0,53921.0,1331.0,20.35
1960,Michigan,2008,145004.0,2914767.0,416702.0,9947.0,19.53
1961,Minnesota,2008,215093.0,1911161.0,285792.0,5247.0,19.06
1962,Missouri,2008,81692.0,1947954.0,270608.0,5924.0,20.36
1963,Mississippi,2008,47430.0,1165658.0,104386.0,2948.0,21.34
1964,Montana,2008,123131.0,456678.0,40162.0,976.0,20.47
1965,North Carolina,2008,142703.0,2698637.0,446920.0,9309.0,22.11
1966,North Dakota,2008,52893.0,443699.0,34155.0,658.0,14.99
1967,Nebraska,2008,176747.0,795353.0,93569.0,1796.0,18.65
1968,New Hampshire,2008,39884.0,301443.0,65017.0,1316.0,26.66
1969,New Jersey,2008,23182.0,2594341.0,533054.0,8711.0,23.61
1970,New Mexico,2008,35347.0,677369.0,85977.0,2011.0,22.56
1971,Nevada,2008,37854.0,697145.0,138863.0,2654.0,23.67
1972,New York,2008,399128.0,3873097.0,1175471.0,19212.0,25.29
1973,Ohio,2008,106536.0,3998405.0,537200.0,11515.0,20.36
1974,Oklahoma,2008,73670.0,1581494.0,161361.0,3669.0,20.39
1975,Oregon,2008,414463.0,1046619.0,173955.0,3769.0,20.88
1976,Pennsylvania,2008,114904.0,3940341.0,623821.0,12612.0,21.41
1977,Rhode Island,2008,2947.0,194315.0,50447.0,1055.0,26.42
1978,South Carolina,2008,92008.0,1637749.0,174584.0,4529.0,20.56
1979,South Dakota,2008,144310.0,353290.0,39643.0,799.0,19.66
1980,Tennessee,2008,133932.0,2283214.0,272011.0,6247.0,20.63
1981,Texas,2008,298470.0,11251973.0,1275774.0,24309.0,21.71
1982,Utah,2008,13953.0,768023.0,123483.0,2663.0,18.7
1983,Virginia,2008,117389.0,2544421.0,425804.0,7833.0,21.18
1984,Vermont,2008,27030.0,146366.0,27437.0,624.0,27.01
1985,Washington,2008,879243.0,2041217.0,382380.0,6562.0,20.61
1986,Wisconsin,2008,176510.0,1894497.0,264632.0,5641.0,20.14
1987,West Virginia,2008,29247.0,776191.0,67888.0,1840.0,17.64
1988,Wyoming,2008,21703.0,538334.0,42632.0,546.0,17.86
1989,Alaska,2009,15685.0,639551.0,55838.0,699.0,18.22
1990,Alabama,2009,264487.0,1800022.0,178021.0,4758.0,16.55
1991,Arkansas,2009,124205.0,1041554.0,102528.0,2897.0,15.64
1992,Arizona,2009,80680.0,1379971.0,255081.0,6343.0,20.14
1993,California,2009,646780.0,7774309.0,2026487.0,36961.0,18.68
1994,Colorado,2009,80116.0,1465399.0,262380.0,4972.0,15.48
1995,Connecticut,2009,29431.0,766416.0,248041.0,3562.0,23.65
1996,District of Columbia,2009,49.0,195103.0,106351.0,592.0,24.38
1997,Delaware,2009,3577.0,259441.0,60404.0,892.0,21.23
1998,Florida,2009,213645.0,4115011.0,758264.0,18653.0,21.32
1999,Georgia,2009,194267.0,2913738.0,426264.0,9621.0,16.7
2000,Hawaii,2009,15815.0,275894.0,69095.0,1347.0,25.21
2001,Iowa,2009,536832.0,1448322.0,145618.0,3033.0,14.26
2002,Idaho,2009,134502.0,502503.0,57088.0,1554.0,15.56
2003,Illinois,2009,245581.0,3859018.0,682966.0,12797.0,15.79
2004,Indiana,2009,150685.0,2712732.0,277474.0,6459.0,14.04
2005,Kansas,2009,91075.0,1088191.0,133277.0,2833.0,15.67
2006,Kentucky,2009,69913.0,1929419.0,165015.0,4317.0,15.28
2007,Louisiana,2009,107145.0,4035422.0,238666.0,4492.0,12.79
