,Data_Status,State,MSN,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
9061,2017F,US,TETCB,45033606.0,45684153.0,47773067.0,49605630.0,51766732.0,53965864.0,56960904.0,58916870.0,62401694.0,65578920.0,67720114.0,69163993.0,72677208.0,75723857.0,73914525.0,71953031.0,75966653.0,77946963.0,79978066.0,80836123.0,78047744.0,76093930.0,73006442.0,72879382.0,76510942.0,76406632.0,76592009.0,78960216.0,82711222.0,84731901.0,84455290.0,84379011.0,85731655.0,87294876.0,89010843.0,90994772.0,94005089.0,94656462.0,94933435.0,96525795.0,98694694.0,96037904.0,97540330.0,97833112.0,100010334.0,100097668.0,99354258.0,100870038.0,98724712.0,93965172.0,97515551.0,96852601.0,94367771.0,97099401.0,98267257.0,97364113.0,97230097.0,97621515.0
